Plot	Plot_bexis	exploratory	habitat	root_decomposition	dung_removal	seed_depletion	browsing_percentage	insect_herbivory	caterpillars_predation	barkbeetle_predation	soil_beta_glucosidase	soil_Nacetyl_glucosaminidase	soil_xylanase	soil_carbon_fluxes	soil_respiration_2011	soil_respiration_2017	soil_respiration_2018	soil_respiration_2019	average_soil_respiration	soil_methane_oxidation	microbial_C	fine_roots_C	litter_C_2015	litter_C_2016	litter_C_2017	litter_C_2018	average_litter_C	soil_org_C_2011	soil_org_C_2014	average_soil_org_C	soil_potential_nitrification_2014	soil_potential_nitrification_2016	average_soil_potential_nitrification	ammonia_oxidizing_archaea	ammonia_oxidizing_bacteria	nitrite_oxidizing_nitrobacter	nitrite_oxidizing_nitrospira	forest_soil_nitrite_fluxes	forest_soil_ammonia_fluxes	soil_N_retention	microbial_N	fine_roots_N	litter_N_2015	litter_N_2016	litter_N_2017	litter_N_2018	average_litter_N	soil_N_2011	soil_N_2014	average_soil_N	soil_phosphatase_2011	soil_phosphatase_2014	average_soil_phosphatase	soil_P_retention_2011	soil_P_retention_2018	average_soil_P_retention	soil_P_soluble	soil_org_P_soluble	microbial_P	soil_olsenP_2014	soil_olsenP_2021	average_soil_olsenP	root_biomass_2011	root_biomass_2014	root_biomass_2017	average_root_biomass	litter_biomass_2015	litter_biomass_2016	litter_biomass_2017	litter_biomass_2018	litter_biomass_2019	litter_biomass_2020	litter_biomass_2021	average_litter_biomass
AEW32	AEW32	ALB	forest	12.7	0.539522694306743	80.8	NA	0.637999264013762	0.72	0.035529911934406	1288.42316908548	1979.79521310109	282.593186043535	2.27320685285857	139.61784	2.7023155341281	1.36	2.43	1.40642900914443	1.0021893025	1466.47537941252	446.030145254327	498.52	497.64	492.61	486.28	493.7625	4.09	1.92	3.005	17.469	17.46850197	17.468750985	74400000	6260000	93300	98200000	0.772954375019391	0.766801116646281	0.0622548714436905	234.730049145906	8.3572530650871	10.35	10.1966666666667	8.95	11.35	10.2116666666667	0.32	0.18	0.25	6064.33802367131	10257.09	8160.71401183565	0.409884254755387	2.105	1.38889378679102	0.12	0.17	74.45	6.86	6.19	6.525	6.416	72.3	109.18	1.0865902223277	312.13	277.91	508.51	NA	1014.38	NA	215.04	465.594
AEW33	AEW33	ALB	forest	11.9	0.808501529400937	100	NA	0.405993852459016	0.936	0.036490008688097	1230.440392291	1336.49	252.198119217668	1.49773114844887	37.37209	3.98649254415986	1.25	1.63	0.969516873040192	0.6224642545	1119.37575072879	433.933036967807	484.555	502.986666666667	487.586666666667	493.115	492.060833333333	4.98	4.08	4.53	14.523	14.5230211	14.52301055	27500000	5790000	157000	68300000	0.538329038202018	0.316474202493859	0.0331696961655831	144.263019576757	9.34546527302625	11.33	10.7566666666667	10.15	11.26	10.8741666666667	0.35	0.4	0.375	7426.91161583326	11808.44	9617.67580791663	0.752297510225667	1.32	1.34139891756145	0.08	0.2	44.47	4.66	3.34	4	3.28	75.7	137.76	1.06751181726638	195.1	384.85	489.95	459.58	831.42	NA	264.16	437.51
AEW34	AEW34	ALB	forest	12.1	1.59212053584251	26.4	0	0.140330304803491	0.212	0.04978813559322	635.971136834292	427.025571738719	160.35322293511	-0.0810436456725311	52.30254	3.47889640531383	1.73	1.02	0.969974148693673	0.8578909185	812.999200498442	450.970058396069	492.625	501.913333333333	494.953333333333	497.155	496.661666666667	4.14	4.53	4.335	9.885	9.8854294	9.8852147	1170000	33900000	979000	9.2e+07	0.731164024759856	0.333395923143876	0.0172732454700914	107.626981202375	10.7445140794224	12.705	11.77	11.6733333333333	12.93	12.2695833333333	0.3	0.33	0.315	5077.10523821426	6979.73	6028.41761910713	0.277229351620167	1.075	0.773796307744413	0.08	0.21	38.84	3.66	4.85	4.255	0.036	56.7	60.96	0.515792811884172	253.63	422.27	504.82	571.93	888.17	NA	236.38	479.533333333333
AEW35	AEW35	ALB	forest	9.3	0.561825689616247	100	NA	NA	0.42	0.036533559898046	1223.55336425694	1001.87510363612	315.44828861266	1.40581655601955	105.16383	3.05057416734561	1.71	1.36	1.20603633454065	0.5788983835	991.57374997389	440.527594317138	469.165	481.14	478.336666666667	478.36	476.750416666667	4.03	4.48	4.255	13.999	13.99889367	13.998946835	1840000	3110000	0	10200000	0.0802102953629371	0.0470575939424633	0.0193787182915722	144.644838307526	11.19797855385	13.56	14.5233333333333	12.5333333333333	16.795	14.3529166666667	0.28	0.32	0.3	6880.6961804716	8714.95	7797.8230902358	0.327706770291363	3.17	1.81654210897027	0.06	0.17	44.58	2.49	3.52	3.005	2.23	80	116.08	0.951529878386269	262.9	359.18	420.22	478.65	647.32	NA	53.91	370.363333333333
AEW36	AEW36	ALB	forest	22.6	0.21316026800813	96.8	7.41	3.44554825693024	0.59	0.027194066749073	1732.57	645.302048824577	388.45	1.62951600254759	90.14165	2.1640229681219	2.51	1.92	1.18821572535046	0.610685155	792.401240177778	376.428204372046	473.07	492.803333333333	478.995	483.08	481.987083333333	4.59	4.13	4.36	17.674	17.67377787	17.673888935	65800000	8810000	268000	4.8e+07	0.379567699664534	0.709286279605492	0.149835181300569	103.039090230168	10.6908971634863	11.975	11.9633333333333	11.135	11.69	11.6908333333333	0.38	0.32	0.35	3018.90526579209	4535.09	3776.99763289605	0.387426516281159	1.17	0.923582433013315	0.08	0.16	39.78	5.36	4.86	5.11	12.382	215.2	133.81	2.15158214039754	315.92	487.42	375.91	378.85	755.97	NA	109.16	403.871666666667
AEW37	AEW37	ALB	forest	12.5	0.705000009092574	100	0	5.82129445669084	0.734	0.0103995621237	624.617015198661	448.16802462053	129.438067221662	-0.183529201488206	62.2906	3.07046847463199	2.21	1.81	1.11414846658657	0.611160301	654.468967164179	477.520998196648	480.795	493.856666666667	480.826666666667	470.83	481.577083333333	4.14	3.1	3.62	18.056	18.05563181	18.055815905	237000	36500000	520000	4.08e+08	3.2125009668301	0.349243399730156	0.0720046082949309	101.537979965567	11.3499279443055	9.465	13.1633333333333	10.4866666666667	11.77	11.22125	0.33	0.25	0.29	4089.49516011066	6046.29	5067.89258005533	0.975061029563522	1.19	1.49127168775185	0.05	0.28	14.14	3.15	5.12	4.135	2.416	125	256.86	1.73709241490599	362.71	536.83	494.23	484.39	NA	NA	172.97	410.226
AEW38	AEW38	ALB	forest	10.6	0.182850601193184	72.8	NA	3.81066756943189	0.402	0.015952980688497	624.682702391769	1192.02753662237	103.816290544645	0.445198141303593	54.97168	1.63314694515842	1.51	1.59	0.805236758936347	0.3782850475	802.274893406193	482.685738877242	480.58	488.236666666667	483.926666666667	477.44	482.545833333333	3.64	3.81	3.725	22.306	22.30553014	22.30576507	157000	10700000	22600	1.12e+08	0.880918218953349	0.10321298938047	0.040048057669203	119.821666907498	8.95569207598784	13.735	12.6033333333333	11.24	9.27	11.7120833333333	0.27	0.28	0.275	3051.72369664581	2504.87	2778.29684832291	0.486066133853077	1.325	1.09088069547746	0.04	0.2	33.42	4.67	4.77	4.72	2.716	124.4	92.69	1.09341833462885	344.21	537.27	523.44	386.34	743.65	NA	57.94	432.141666666667
AEW39	AEW39	ALB	forest	11	0	42.6666666666667	0	2.51231775395838	0.354	0.022877254729432	761.764181086631	996.826972498336	160.461817840469	0.548116144387821	40.30091	2.8282558603206	1.59	2.32	0.965365158494948	0.827774944	765.197820368794	386.730362160178	481.255	488.87	484.776666666667	476.105	482.751666666667	3.42	3.16	3.29	15.629	15.62891643	15.628958215	52600000	13100000	79700	76800000	0.604563082785686	0.624582610509058	0.161629222563439	161.65495686517	9.52977166089512	11.935	11.4466666666667	8.82	11.67	10.9679166666667	0.26	0.24	0.25	3755.24057603704	4534.14	4144.69028801852	0.505153571569951	1.253	1.07482305656962	0.07	0.22	34.07	4.52	5.39	4.955	1.646	99.4	122.82	1.04327346922289	353.7	511.04	412.76	NA	804.4	NA	162.66	448.912
AEW40	AEW40	ALB	forest	12.1	1.06279805983129	100	34.44	3.83226719881077	0.78	0.028478437754272	832.239557392345	841.26	205.045826521697	0.605459246515813	78.31689	3.08576120342998	1.49	2.41	1.1736840127813	0.8320499955	874.675980413616	449.482372430564	477.475	481.796666666667	481.963333333333	468.84	477.51875	3.86	4.67	4.265	5.11	5.109531438	5.109765719	167000000	27700000	978000	6.1e+08	4.80458096473104	1.85093202840356	0.0438634967979647	107.108096343887	13.6436327616783	8.495	14.28	8.66666666666667	14.41	11.4629166666667	0.34	0.38	0.36	4739.80969458752	6843.91	5791.85984729376	0.290786643692615	1.365	0.924378999477999	0.09	0.32	45.6	4.97	4.03	4.5	0.686	118	163.49	1.24868036264852	481.83	798.39	692.43	621.59	1028.17	NA	140.66	627.178333333333
AEW41	AEW41	ALB	forest	9.3	0.275333204888519	65.6	13.28	4.63576188803073	0.548	NA	903.74521154297	765.809649350433	220.000447321355	0.629867352814806	73.78999	2.47294917437767	1.62	1.58	1.00399390886384	0.668894065	767.248396263473	417.987971107378	478.985	494.563333333333	482.345	492.79	487.170833333333	3.32	4.17	3.745	10.251	10.25112385	10.251061925	23600000	45700000	473000	3.65e+08	2.87398992913517	0.658806315194486	0.0203309884926605	105.387686155082	10.5702956361779	9.6	14.9533333333333	10.275	13.8	12.1570833333333	0.27	0.31	0.29	5327.21098952411	5570.77	5448.99049476206	0.562259277045524	1.193	1.10057698772268	0.09	0.3	29.48	7.21	3.97	5.59	2.686	95.7	51.2	0.789344802957577	448.48	657.62	NA	NA	963.6	NA	254.27	580.9925
AEW42	AEW42	ALB	forest	11.1	0.62313781573537	100	23.53	6.75670239420598	0.876	0.026011560693642	1324.00416299357	1013.81	233.927340604919	1.16874381943884	57.25701	1.97354838700344	2	1.41	0.893432226208394	0.709175721	695.747125710738	380.737759936729	479.785	492.95	485.306666666667	465.04	480.770416666667	3.89	2.54	3.215	9.03	9.03004606	9.03002303	49700000	15100000	442000	1.97e+08	1.55263540559304	0.616026684337701	0.0562334814148344	113.940641893737	14.3766855744509	11.3	14.7833333333333	10.17	17.15	13.3508333333333	0.31	0.2	0.255	4845.00181361662	4692.7	4768.85090680831	0.758676786132699	1.275	1.3260906097614	0.07	0.15	45.65	5.34	5.11	5.225	0.956	105	124.03	1.04198643199862	316.24	568.16	582.78	NA	730.48	NA	166.28	472.788
AEW43	AEW43	ALB	forest	10.2	0.930271551867263	100	0	5.21917599717652	0.774	0.008919722497522	467.63308922799	310.256263034785	172.141689658852	-0.248449423103565	47.2603	2.48579119862099	2.32	2.13	1.023416048934	0.4403229125	521.08529316114	384.292542908182	464.47	484.523333333333	475.706666666667	471.41	474.0275	3.51	3.46	3.485	6.052	6.052135903	6.0520679515	3370000	24500000	203000	1.57e+08	1.23620579038626	0.264948513773021	0.0461446172304001	71.6459431998406	14.5203576967775	11.03	13.2866666666667	10.8366666666667	15.12	12.5683333333333	0.32	0.27	0.295	4124.13700372861	3975.78	4049.9585018643	0.0289185039314452	4.928	2.3674991028157	0.46	0.56	20.92	42.5	26.02	34.26	0.126	84.4	61.73	0.655460283506893	380.02	555.39	481.27	413.39	773.26	NA	212.75	469.346666666667
AEW44	AEW44	ALB	forest	11.8	0.0982712906376009	100	0	2.96890086659169	0.706	0.027702702702703	1139.9045669153	946.648753642666	276.337937912066	1.15591591532448	89.77109	2.44321317736597	2.07	2.1	1.18709300860719	0.4415098995	898.689980767677	372.72095575967	474.64	486.88	478.136666666667	476.255	478.977916666667	3.85	3.51	3.68	11.275	11.27482092	11.27491046	48400000	10200000	198000	1.56e+08	1.22830271716667	0.557085859601687	0.0995222929936306	139.495546616983	10.5693819503446	8.465	12.9	9.59666666666667	13.39	11.0879166666667	0.31	0.26	0.285	7659.86557333411	6494.89	7077.37778666706	0.286528750887648	0.378	0.451663758544787	0.05	0.17	35.22	4.69	2.98	3.835	1.776	110.7	129.4	1.12969586781301	380.18	577.57	635.92	699.49	NA	NA	119.75	482.582
AEW45	AEW45	ALB	forest	12.6	1.15935686600196	96.8	0	5.45816122033832	0.48	0.020148462354189	2170.07485581714	855.573293338735	312.559637373873	1.80320955061562	16.56931	2.26456599444238	2.37	2.07	0.851468884139753	0.6209061635	1052.5259324878	397.021272894916	475.89	485.363333333333	477.843333333333	465.615	476.177916666667	4.43	4.97	4.7	1.127	1.126593553	1.1267967765	33500000	121000000	1260000	2.36e+08	1.8657543801775	1.46876732608295	0.0212426978226235	158.87857396968	13.5259943037443	12.825	15.3533333333333	14.07	11.67	13.4795833333333	0.36	0.4	0.38	6759.15355809884	4977.18	5868.16677904942	0.889725328778707	0.895	1.27013266795722	0.06	0.17	44.8	4.45	2.53	3.49	4.516	164.1	94.38	1.37551925836592	351.76	364.65	381.94	483.56	622.43	NA	96.46	383.466666666667
AEW46	AEW46	ALB	forest	7.3	1.14777941441466	100	12.26	4.45982203632957	0.676	0.053641517662451	1368.76966994825	816.572600821426	259.635133313702	1.09936904343161	49.07319	2.74177410627033	1.83	2.55	1.05071856248025	0.7385947875	605.11372738923	444.752186263646	476.31	491.99	481.03	476.14	481.3675	3.85	3.77	3.81	8.228	8.227604836	8.227802418	5330000	9560000	762000	1.16e+08	0.918187696781104	0.141553045212784	0.0747216618097587	88.6406172329552	10.6415703702576	12.47	14.4366666666667	10.1233333333333	11.96	12.2475	0.3	0.29	0.295	7503.82490370506	5203.45	6353.63745185253	0.0563677818863975	1.445	0.739692669658514	0.18	0.38	27.92	10.02	8.78	9.4	0.886	65.5	73.53	0.648468733691211	409.26	868.09	611.55	599.43	831.93	NA	297.3	602.926666666667
AEW47	AEW47	ALB	forest	13.6	0.0921009970101553	100	9.09	3.84432747966731	0.754	0.02620320855615	1583.59663418495	1121.83249484861	239.776004631623	1.44719346909495	87.25513	2.38544916363685	1.52	1.85	1.07583497303907	0.741695397	807.219336093309	429.173573505916	486.6	494.903333333333	487.3	487.89	489.173333333333	4.35	3.91	4.13	0.301	0.301158556	0.301079278	6080000	24500000	891000	1.06e+08	0.840564576631344	0.29071135813344	0.0258111142658029	120.381091240419	10.0158832810345	14.4	12.6966666666667	10.85	12.225	12.5429166666667	0.34	0.3	0.32	6669.7553947304	7059.05	6864.4026973652	0.189278524544717	0.853	0.584836773090647	0.05	0.17	14.53	3.36	3.39	3.375	0.626	88.5	79.36	0.769208022822559	374.05	474.42	461.47	613.94	942.09	NA	167.63	505.6
AEW48	AEW48	ALB	forest	12.6	0.938068193398416	100	5.1	4.19355256905628	0.874	0.009832036050799	1459.43430772503	851.481553118027	435.060921173027	1.84718867239024	88.91088	2.80679508561467	1.46	1.88	1.12897750359289	0.5503310925	793.046052676218	408.398163741997	476.63	491.253333333333	483.813333333333	478.755	482.612916666667	3.19	4.2	3.695	20.778	20.77798228	20.77799114	175000000	77900000	1640000	2.05e+08	1.62496621899974	2.40421525415131	0.0301477238468496	107.158130716208	13.9583647103023	12.215	13.3666666666667	10.3366666666667	12.085	12.0008333333333	0.26	0.33	0.295	5505.40126197317	5859.98	5682.69063098658	0.23095665936966	0.978	0.683782172859276	0.08	0.21	34.55	4.27	4.07	4.17	0.942	115	88.12	0.945790696461119	273.39	530.52	559.23	551.54	981.16	NA	270.02	527.643333333333
AEW49	AEW49	ALB	forest	NA	0.222338523698031	100	22.41	3.50136705791454	0.476	0.017553793884485	2154.26268803124	1038.27309204651	380.973976390946	2.22992023700056	84.1837	2.52892785898508	1.8	1.98	1.12543089465485	0.598248108	1009.65526588235	405.928528886309	466.48	479.906666666667	342.336666666667	464.235	438.239583333333	3.42	4.08	3.75	29.649	29.6485372	29.6487686	324000000	179000000	609000	8.94e+08	7.03498550238645	4.78181207132506	0.0281396853983172	162.837009228923	13.1993683780299	12.895	17.88	10.7466666666667	14.735	14.0641666666667	0.27	0.3	0.285	5190.97782339691	5124.15	5157.56391169845	0.531221286121559	1.237	1.09198720739917	0.09	0.2	57.84	8.28	6.88	7.58	1.33	85.9	156.68	1.09885392979323	439.13	483.37	540	529.77	842.39	NA	126.91	493.595
AEW50	AEW50	ALB	forest	15.1	0.789441515803659	97.6	0	6.14448609647009	0.594	0.021245059288538	1922.98451832046	1371.99511738693	288.123352957355	2.07080582365704	119.22022	3.88032661345026	2.1	2.22	1.51075518422998	0.7012415235	1018.3519372549	439.576017143754	480.295	492.743333333333	480.963333333333	477.535	482.884166666667	3	1.58	2.29	22.41	22.40976807	22.409884035	584000000	130000000	755000	6.75e+08	5.31397138656682	6.78770142927652	0.0316957210776545	159.916828255715	11.4907848727382	8.665	14.83	10.2166666666667	11.53	11.3104166666667	0.23	0.12	0.175	9525.85188935854	8548.87	9037.36094467927	0.365893713336062	1.14	0.888883174241609	0.09	0.22	34.52	4.93	4.47	4.7	5.66	41.5	68.8	0.742337141923294	407.63	700.28	598.79	509.5	1029.59	NA	278.41	587.366666666667
HEW01	HEW1	HAI	forest	10	0.607533263411835	97.6	6.25	NA	0.876	0.038765525028227	1778.33663736654	639.341809401861	228.057296574025	1.04597455312525	72.63814	2.1751857492341	2.74	2.75	1.22593193159757	0.617723907	486.863415675259	420.496181361474	NA	NA	494.636666666667	495.875	495.255833333333	3.91	4.29	4.1	713.181	713.1814187	713.18120935	55600000	20700000	302000	53200000	0.420726590441947	0.725352407638374	0.0294134949114654	75.0849466997344	14.9597711961643	NA	NA	11.6666666666667	13.41	12.5383333333333	0.31	0.35	0.33	2807.94904950719	5124.05	3965.9995247536	1.173233442487	0.8	1.49432608624021	0.05	0.19	25.08	4.83	4.55	4.69	6.541	55.5	60.9	0.819644626472891	NA	NA	426.91	560	682.1	914.79	56.91	528.142
HEW02	HEW2	HAI	forest	7.7	0.134329760703864	NA	12.82	NA	NA	0.032339707536558	1055.18370342767	704.984891737095	181.580421559493	0.513940536662051	79.8982	NA	NA	NA	1.51436517972142	0.067658779	371.52896	435.478509059923	NA	NA	NA	NA	NA	3.53	3.83	3.68	57.893	57.89318834	57.89309417	20700000	70100000	827000	31100000	0.25106608824044	0.863197884843569	NA	45.619884883728	13.6435725447919	NA	NA	NA	NA	NA	0.23	0.25	0.24	3386.37079874563	5008.61	4197.49039937281	0.108850394848035	NA	0.206793371678026	NA	NA	20.52	5.16	NA	5.16	18.957	48.9	NA	1.70469290773358	NA	NA	NA	NA	NA	NA	NA	NA
HEW03	HEW3	HAI	forest	4.7	0.749022772991087	100	50	1.0882987001288	0.524	0.078453666856168	753.663323483588	660.163820670516	292.740796833478	0.713602463947458	60.91719	2.36449850965243	1.89	3.86	1.21559920005881	0.1889959865	354.654835315315	463.97488477799	NA	NA	503.353333333333	492.89	498.121666666667	4.03	4.52	4.275	38.764	38.76376825	38.763884125	8150000	38400000	31400	11300000	0.0891073471446652	0.442531514751852	0.0117168734694834	40.9970774065526	13.6351763840396	NA	NA	9.8	11.415	10.6075	0.26	0.28	0.27	3010.80961648538	7227.62	5119.21480824269	0.208721714565351	1.38	0.853548407382371	0.06	0.17	15.64	7.1	6.21	6.655	5.589	53.5	55	0.741206302781031	NA	NA	347.76	1040.82	440.82	NA	6.31	458.9275
HEW04	HEW4	HAI	forest	10	0.169968512679976	100	NA	3.43805477369162	0.8	0.035714285714286	2534.23539011338	1148.4271808027	307.0225611872	2.27982343240705	87.09457	2.95254028305132	2.56	3.34	1.42925426069091	0.6197758425	783.693195138814	415.904910403741	NA	NA	472.866666666667	465.665	469.265833333333	4.08	4.35	4.215	46.747	46.74688849	46.746944245	1540000	1780000	220000	6810000	0.0552821937648478	0.0315618609876724	0.0767577525330058	113.85888308557	11.5131807248264	NA	NA	11.1533333333333	15.145	13.1491666666667	0.32	0.32	0.32	4194.86652356279	6259.84	5227.35326178139	0.727512280576975	1.285	1.30123596951484	0.04	0.14	31.33	5.48	5.33	5.405	26.789	125.8	113.6	2.33010318730968	NA	NA	381.72	305.17	487.75	225.55	21.34	284.306
HEW05	HEW5	HAI	forest	9.3	1.19747177363683	100	2.48	5.46101262520052	0.62	0.01959089599539	851.753489526598	363.51	173.250276766848	0.0312225830934523	78.80096	2.3905738568345	2.23	2.54	1.19674665129725	0.810269476	517.63544618256	436.822883672842	NA	NA	483.496666666667	483.05	483.273333333333	3.3	3.64	3.47	37.47	37.47003896	37.47001948	34300000	21500000	453000	12800000	0.104218337690687	0.530467422624132	0.0995421063109695	81.3539030932963	13.6310491810497	NA	NA	8.25	11.465	9.8575	0.26	0.29	0.275	4594.53900878415	7122.65	5858.59450439207	0.545605833278362	0.978	0.982666543738805	0.04	0.27	12.41	3.86	0	1.93	10.94	50.7	51.1	0.967129571576169	NA	NA	464.42	435.58	806.29	520.35	45.47	454.422
HEW06	HEW6	HAI	forest	NA	1.34501130797103	100	0	4.01429913635286	0.66	0.014329339910735	260.81	217.5997390243	133.021923143438	-0.606571182235983	30.56786	2.25127182062193	2.18	2.96	0.992771401253264	0.6219831375	261.006179271111	453.540089799071	NA	NA	485.163333333333	477.305	481.234166666667	2.26	2.3	2.28	34.996	34.99553325	34.995766625	3050000	25100000	205000	3870000	0.0320447993729381	0.267610357470776	0.196078431372549	35.1667858289469	11.3789167557148	NA	NA	9.3	10.8	10.05	0.18	0.18	0.18	2358.9922920146	4667.68	3513.3361460073	0.437641082684464	0.96	0.871563943239648	0.07	0.2	15.35	7.43	10.44	8.935	5.775	42.9	60.8	0.722578629399026	NA	NA	461.31	419.53	669.78	538.4	37.22	425.248
HEW07	HEW7	HAI	forest	8.1	0.520147469814824	80	13.41	4.29864955122511	0.64	0.014299966744263	489.719857134291	297.23	154.548399949775	-0.314586556743522	48.82803	3.23189507482616	3.13	1.98	1.19647857920164	0.892117017	267.243508622222	481.390439850902	475.41	498.85	486.123333333333	485.345	486.432083333333	2.75	2.85	2.8	17.351	17.35075439	17.350877195	9180000	19600000	199000	11600000	0.0927844387242446	0.273599505790726	0.0353844520717597	35.4470682429989	14.2304026280618	7.64	14.29	10.2966666666667	11.54	10.9416666666667	0.2	0.21	0.205	3453.71931194042	4482.09	3967.90465597021	0.533727734030414	1.223	1.08772026419217	0.05	0.24	13.37	5.88	8.15	7.015	9.483	41.6	67.2	0.918513747736873	462.87	749.88	558.36	526.36	1001.7	523.6	13.1	547.981428571429
HEW08	HEW8	HAI	forest	8.4	0.448859242838547	100	24	9.17633434559135	0.9	0.023405500292569	788.749525977352	300.072700784071	150.4351537898	-0.153265907698842	34.53948	2.61575595583128	2.25	2.9	1.0555907806377	0.5491292095	220.4370368	428.594850319276	469.575	484.923333333333	482.863333333333	476.185	478.386666666667	2.98	2.93	2.955	27.56	27.55987624	27.55993812	17600000	17100000	86400	22800000	0.179973029783757	0.329878486828985	0.0420415370385941	32.0387377630936	9.40676461008348	9.615	11.1166666666667	10.0233333333333	12.79	10.88625	0.21	0.22	0.215	1885.26139372978	2885.73	2385.49569686489	0.871828500374819	0.56	1.09405989863639	0.04	0.28	10.32	3.7	4.88	4.29	3.804	30.1	42.3	0.493742518200163	486.96	823.02	613.7	464.53	816	522.2	43.3	538.53
HEW09	HEW9	HAI	forest	14.1	0.43818927893965	100	1.82	7.23468233148738	0.608	0.020241973010703	349.272721073529	449.552190434094	137.266223528644	-0.312944934662233	46.05694	2.64780097701626	2.67	1.95	1.05781800069394	0.648325603	301.442578204444	468.705177256134	477.835	493.376666666667	481.64	479.09	482.985416666667	2.95	2.49	2.72	22.168	22.1680403	22.16802015	13200000	54100000	244000	8020000	0.0649860667528737	0.639793145924804	0.013475999245344	41.0699209125117	14.1193428523209	8.695	13.6333333333333	8.14333333333333	12.805	10.8191666666667	0.23	0.19	0.21	3033.13376029069	4904.1	3968.61688014535	0.437397659806055	0.933	0.858511938035015	0.07	0.26	14.15	6.66	6.99	6.825	4.974	40	56.8	0.654615049556758	395.73	624.59	525.28	481.95	667.6	549.4	21.2	466.535714285714
HEW10	HEW10	HAI	forest	23.8	0.659544044254881	100	14.29	3.64773521092564	0.78	0.013079513079513	609.78	734.547381468358	256.160448972194	0.564540439963275	12.61134	3.60409443305435	2.45	2.51	1.04693569925259	0.5480337805	852.635840654397	457.653032756554	NA	NA	479.103333333333	475.01	477.056666666667	4.34	3.14	3.74	35.447	35.44713333	35.447066665	6550000	21300000	65800	21700000	0.17116090655006	0.264758382080324	0.0184094256259205	122.095728559234	15.3597875687758	NA	NA	10.4333333333333	12.885	11.6591666666667	0.35	0.27	0.31	4086.6409326362	5726.37	4906.5054663181	0.499015982742475	0.62	0.768416948987965	0.05	0.43	59.77	5.82	4.6	5.21	6.757	37.3	46.1	0.683943270164341	NA	NA	621.48	507.99	965.76	560.96	22.77	535.792
HEW11	HEW11	HAI	forest	6.7	1.06499650843698	100	6.25	4.63314898620498	0.628	0.011038107752957	1023.54449458031	850.12982251842	246.891839013583	0.883132727361038	46.20381	4.11576567166236	2.35	2.67	1.27165292682019	0.512347666	541.584619140741	462.110879163941	NA	NA	481.24	472.04	476.64	3.05	3.46	3.255	94.94	94.93995003	94.939975015	147000000	11500000	153000	16900000	0.134100604590605	1.50679366462231	0.0190912562046583	65.4035674759943	13.6505618272295	NA	NA	9.05333333333333	9.54	9.29666666666667	0.25	0.29	0.27	4412.65977148831	7169.77	5791.21488574416	0.344316955951986	1.123	0.860315130693615	0.08	0.41	25.35	4.79	4.09	4.44	9.343	25.7	49.5	0.765270525400578	NA	NA	536.56	540.81	777.03	480.53	55.63	478.112
HEW12	HEW12	HAI	forest	6.4	0.78965010271864	100	0	4.87888272834493	0.72	0.011378498561339	242.361969272038	259.949757269181	119.87	-0.625576320848803	22.02791	2.10004401037684	3.15	2.42	0.989025704303672	0.4709959665	1148.05342198133	451.356796583045	NA	NA	482.973333333333	479.03	481.001666666667	2.43	2.23	2.33	71.918	71.91844564	71.91822282	277000000	36900000	216000	4930000	0.0404668803860465	2.98411691687661	0.0530419561873442	372.635979146034	13.2164915228087	NA	NA	9.28333333333333	10.88	10.0816666666667	0.18	0.16	0.17	2718.46787719091	3927.79	3323.12893859546	0.811292745961002	0.29	0.908349369782957	0.05	0.14	10.82	5.4	3.97	4.685	11.872	31.3	61.2	0.959158271342877	NA	NA	483.67	529	993.93	602.06	16.13	524.958
HEW13	HEW13	HAI	forest	13.2	0.212520360398673	100	38.46	2.1381351164666	0.34	0.113570741097209	1917.93940814562	1147.17	249.163655611926	1.70187152364584	76.71859	2.80651775094258	1.16	3.03	1.16362210627622	0.391015284	804.268188444444	457.34200296678	473.745	491.71	503.823333333333	483.655	488.233333333333	5.03	4.51	4.77	57.5	57.50042492	57.50021246	5510000	17900000	29000	33300000	0.262091071975621	0.222549146301629	0.0172992422931876	142.650894956379	11.6246200264001	11.975	12.4	11.7566666666667	12.755	12.2216666666667	0.33	0.31	0.32	2515.14517388143	3426.73	2970.93758694071	0.490528820629648	0.89	0.888562802345627	0.04	0.2	27.61	6.81	4.29	5.55	5.09	39.8	69.2	0.708665066929316	482.17	NA	385.26	513.08	785.2	337.5	14.4	419.601666666667
HEW14	HEW14	HAI	forest	6	0.539323903331742	84	NA	2.22867194934973	0.516	0.033188248095756	494.683577129608	584.921258254606	212.927642181135	0.188766274479273	65.86255	3.10048870044318	2.19	2.73	1.23445843027324	0.6283715535	525.786697630476	460.713282313371	474.67	489.063333333333	481.833333333333	481.705	481.817916666667	3.65	3.74	3.695	33.576	33.57627009	33.576135045	565000	1960000	396000	14600000	0.117924861692412	0.0240041262029737	0.082081589099565	68.7710884068769	9.96774902099997	6.715	10.9333333333333	10.4533333333333	11.725	9.95666666666667	0.28	0.28	0.28	4956.78711951307	8144.06	6550.42355975653	0.556340101895517	0.635	0.829991624273854	0.05	0.18	20.48	4.4	3.26	3.83	12.128	117.7	79.9	1.45865818638884	320.4	338.06	381.27	386.93	638.2	395.5	33.5	356.265714285714
